,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
325795,3760,1101,3,966094755,M,50,0,55128,Top Gun (1986),Action|Romance,False
250463,329,50,3,976393235,M,35,7,02115,"Usual Suspects, The (1995)",Crime|Thriller,False
440115,2544,592,3,1024619215,M,45,1,52001,Batman (1989),Action|Adventure|Crime|Drama,False
51530,1285,1207,5,974967652,M,35,4,98125,To Kill a Mockingbird (1962),Drama,False
661912,3569,2085,3,968264392,F,18,2,48823,101 Dalmatians (1961),Animation|Children's,False
841689,4446,2385,3,965092654,M,18,18,60435,Home Fries (1998),Comedy|Romance,False
496003,378,1104,3,976301798,F,18,0,55105,"Streetcar Named Desire, A (1951)",Drama,False
832911,5536,2796,2,959813951,M,25,16,67204,Funny Farm (1988),Comedy,False
520287,3475,1135,1,1015738071,M,25,14,33133,Private Benjamin (1980),Comedy,False
868420,1851,35,2,1011993176,M,25,19,59602,Carrington (1995),Drama|Romance,False
942982,5227,71,2,961475896,M,18,10,64050,Fair Game (1995),Action,False
9249,1507,2804,5,974748464,M,35,17,95476,"Christmas Story, A (1983)",Comedy|Drama,False
841203,3792,3320,3,973871044,M,25,6,68108,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,False
525296,3283,3175,4,968122275,M,35,16,66208,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
191029,2991,2997,1,982016648,M,50,1,48105,Being John Malkovich (1999),Comedy,False
78493,3965,2881,4,965668231,M,18,11,65202,Double Jeopardy (1999),Action|Thriller,False
844465,3894,233,4,968207519,M,35,16,02139,Exotica (1994),Drama,False
988673,4224,2848,4,965314605,F,45,1,48198,Othello (1952),Drama,False
814161,33,1680,3,978110174,M,45,3,55421,Sliding Doors (1998),Drama|Romance,False
304807,4887,2395,5,962739752,M,18,2,19072,Rushmore (1998),Comedy,False
702518,3760,2949,4,966094606,M,50,0,55128,Dr. No (1962),Action,False
931828,3916,156,4,965760443,M,25,4,02134,Blue in the Face (1995),Comedy,False
977371,4344,3391,1,966524590,M,25,1,44240,Who's That Girl? (1987),Comedy,False
749062,4354,3740,1,965192571,M,35,14,78611,Big Trouble in Little China (1986),Action|Comedy,False
560853,2484,246,3,974149186,M,45,5,31901,Hoop Dreams (1994),Documentary,False
15742,5613,2918,5,959135244,F,35,0,98622,Ferris Bueller's Day Off (1986),Comedy,False
828412,1150,1086,3,975195438,F,25,20,75226,Dial M for Murder (1954),Mystery|Thriller,False
224270,770,1240,3,976183592,M,18,4,98499,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
99622,2142,2490,2,974633162,F,45,14,46804,Payback (1999),Action|Thriller,False
956835,5686,2654,1,958690915,M,56,16,60610,"Wolf Man, The (1941)",Horror,False
869830,3197,1571,5,968636727,F,18,14,94110,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,False
719700,2946,786,3,971276863,M,35,16,92630,Eraser (1996),Action|Thriller,False
366569,1203,1059,5,998229927,F,25,1,06417,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
591506,2453,2976,4,974191621,M,25,7,55429,Bringing Out the Dead (1999),Drama|Horror,False
545274,5070,1302,3,962469779,M,25,2,55344,Field of Dreams (1989),Drama,False
818731,4089,2071,3,965455639,M,25,7,79416,And the Band Played On (1993),Drama,False
826584,4959,3169,4,962636868,M,25,17,23454,"Falcon and the Snowman, The (1984)",Drama,False
206133,5762,2470,3,958312548,F,35,6,55125,Crocodile Dundee (1986),Adventure|Comedy,False
601661,1922,2763,5,974695690,F,25,7,94303,"Thomas Crown Affair, The (1999)",Action|Thriller,False
505076,2860,2795,4,974149974,M,35,17,20009,Vacation (1983),Comedy,False
486117,173,3703,4,1009653137,M,25,0,45237,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
121888,5464,1265,4,959899757,M,35,7,77079,Groundhog Day (1993),Comedy|Romance,False
639650,2251,2288,3,974596857,M,35,14,60626,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
841015,2478,965,3,974655345,M,50,1,37922,"39 Steps, The (1935)",Thriller,False
695781,163,785,1,978231879,M,18,4,85013,Kingpin (1996),Comedy,False
307167,1203,2759,4,998230524,F,25,1,06417,Dick (1999),Comedy,False
395156,1265,3948,1,1004285621,F,18,20,49321,Meet the Parents (2000),Comedy,False
497619,3885,943,5,972021890,M,25,12,92728,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,False
39909,5120,2762,4,962256599,M,50,7,80302,"Sixth Sense, The (1999)",Thriller,False
952661,1980,101,4,1019107221,M,35,7,06460,Bottle Rocket (1996),Comedy,False
811619,412,3244,4,976560182,M,35,15,55117,"Goodbye Girl, The (1977)",Comedy|Romance,False
461038,2993,2161,5,970742172,M,18,19,12133,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
610717,4999,2433,4,962591213,F,56,13,92407,"Civil Action, A (1998)",Drama,False
852255,2820,1620,2,972663934,F,35,0,02138,Kiss the Girls (1997),Crime|Drama|Thriller,False
883374,1125,376,3,974926276,F,18,4,53715,"River Wild, The (1994)",Action|Thriller,False
746321,5831,2917,4,957905517,M,25,1,92120,Body Heat (1981),Crime|Thriller,False
463272,62,830,3,977905042,F,35,3,98105,"First Wives Club, The (1996)",Comedy,False
421628,3689,1320,3,966313136,M,25,0,80906,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
753103,3032,2119,4,970359090,M,25,0,47303,Maximum Overdrive (1986),Horror,False
15969,824,1035,2,975378688,M,35,12,94530,"Sound of Music, The (1965)",Musical,False
749495,4447,2511,3,965172593,M,45,5,32953,"Long Goodbye, The (1973)",Crime,False
446427,2101,671,3,974652650,M,25,16,48309,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
382919,3605,2686,2,966615434,M,18,12,60640,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
740423,4425,2241,3,965111608,M,35,7,98607,Class (1983),Comedy,False
584746,765,1587,3,975453345,M,25,17,74467,Conan the Barbarian (1982),Action|Adventure,False
366145,1605,524,3,975386882,F,18,0,28270,Rudy (1993),Drama,False
788131,3576,3684,3,966723819,M,50,7,68046,"Fabulous Baker Boys, The (1989)",Drama|Romance,False
331506,5976,597,1,956945245,F,25,1,26542,Pretty Woman (1990),Comedy|Romance,False
400799,5265,3160,5,968111070,M,45,1,97405,Magnolia (1999),Drama,False
530050,930,1215,5,975189934,M,25,5,98380,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
460012,5272,329,4,961132371,M,25,7,90210,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
194411,3689,653,3,966312594,M,25,0,80906,Dragonheart (1996),Action|Adventure|Fantasy,False
835263,3646,3871,5,966468566,M,35,20,98106,Shane (1953),Drama|Western,False
559140,5555,3448,5,959648840,M,1,10,37830,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
682073,2624,3698,4,973651989,F,35,0,44313,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
78844,1880,3030,5,975384231,M,35,0,91006,Yojimbo (1961),Comedy|Drama|Western,False
635126,3313,3638,3,968381911,M,35,20,90292,Moonraker (1979),Action|Romance|Sci-Fi,False
977763,970,2475,2,975977888,M,25,0,27615,52 Pick-Up (1986),Action|Mystery|Thriller,False
577414,4213,1262,5,965842037,M,35,7,63125,"Great Escape, The (1963)",Adventure|War,False
655254,774,2139,3,979772573,M,18,4,22903,"Secret of NIMH, The (1982)",Animation|Children's,False
931322,5458,3783,5,1014696991,F,18,2,98102,Croupier (1998),Crime|Drama,False
962420,1671,935,3,974714212,M,35,0,98368,"Band Wagon, The (1953)",Comedy|Musical,False
634858,456,3638,2,976301205,M,35,0,55105,Moonraker (1979),Action|Romance|Sci-Fi,False
231781,3285,1466,5,968117899,M,25,4,44706,Donnie Brasco (1997),Crime|Drama,False
916396,4858,3317,4,989013998,M,25,1,04086,Wonder Boys (2000),Comedy|Drama,False
225461,4217,1240,4,965317881,M,18,4,18042,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
544116,1015,3198,4,981859043,M,35,3,11220,Papillon (1973),Drama,False
490536,4234,858,5,965332717,F,45,3,48130,"Godfather, The (1972)",Action|Crime|Drama,False
126880,5812,2427,4,957942936,F,25,7,92120,"Thin Red Line, The (1998)",Action|Drama|War,False
952005,3808,2260,2,965964219,M,25,7,60010,Wisdom (1986),Action|Crime,False
91760,4748,1544,3,963273671,M,45,16,60302,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
567572,2621,1461,2,973656896,M,18,0,46304,Vegas Vacation (1997),Comedy,False
831914,4484,837,4,965019327,F,25,17,94613,Matilda (1996),Children's|Comedy,False
586087,1624,3354,1,1013105703,M,25,0,06810,Mission to Mars (2000),Sci-Fi,False
938480,3792,2084,3,1012446167,M,25,6,68108,Newsies (1992),Children's|Musical,False
109086,3514,2858,5,966972510,M,18,12,30318,American Beauty (1999),Comedy|Drama,False
948685,1181,251,3,974855786,M,35,7,20716,"Hunted, The (1995)",Action,False
720580,949,798,3,975392965,M,50,17,96753,Daylight (1996),Action|Adventure|Thriller,False
564060,5249,3101,4,961603838,F,45,14,75006,Fatal Attraction (1987),Thriller,False
570909,881,481,4,975265680,M,18,14,76401,Kalifornia (1993),Drama|Thriller,False
841118,5100,965,5,962738549,M,50,6,193122042,"39 Steps, The (1935)",Thriller,False
664130,934,1367,3,991941036,F,35,7,97401,101 Dalmatians (1996),Children's|Comedy,False
334889,702,3753,3,975560448,M,35,7,90808,"Patriot, The (2000)",Action|Drama|War,False
970146,5938,2330,5,957212990,M,25,1,35401,Hands on a Hard Body (1996),Documentary,False
606703,264,500,3,976712719,M,35,0,20755,Mrs. Doubtfire (1993),Comedy,False
155610,5046,165,3,962501828,M,25,16,60614,Die Hard: With a Vengeance (1995),Action|Thriller,False
212643,2290,2081,5,974520488,M,25,0,61021,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
597427,934,2581,3,991941054,F,35,7,97401,Never Been Kissed (1999),Comedy|Romance,False
866689,5108,900,4,962340968,F,25,9,93940,"American in Paris, An (1951)",Musical|Romance,False
594908,3134,3005,4,969082828,M,18,4,55455,"Bone Collector, The (1999)",Thriller,False
224432,1260,1240,4,974926808,M,25,17,28262,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
521299,310,539,4,976481464,F,18,4,31207,Sleepless in Seattle (1993),Comedy|Romance,False
689645,4014,1258,4,965539989,M,25,0,48316-5601,"Shining, The (1980)",Horror,False
924589,702,2690,5,975564485,M,35,7,90808,"Ideal Husband, An (1999)",Comedy,False
913093,4161,3564,1,965335782,M,45,0,90404,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,False
585286,264,3269,2,976654524,M,35,0,20755,Forever Young (1992),Adventure|Romance|Sci-Fi,False
676083,4517,1562,1,964866808,F,18,1,48067,Batman & Robin (1997),Action|Adventure|Crime,False
458884,2097,180,4,974734511,M,18,5,48504,Mallrats (1995),Comedy,False
790870,2110,3263,1,974652516,M,50,11,46802,White Men Can't Jump (1992),Comedy,False
683007,147,1591,2,977337105,M,18,4,91360,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,False
326871,1613,1030,4,974757333,M,18,20,61801,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,False
513900,1607,1203,3,974733254,M,45,1,02135,12 Angry Men (1957),Drama,False
371030,1010,1711,3,975221643,M,25,0,10310,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
491484,355,1025,3,980618822,M,18,3,55107,"Sword in the Stone, The (1963)",Animation|Children's,False
896221,655,193,1,975700559,F,25,2,92629,Showgirls (1995),Drama,False
901083,1912,1211,4,1023375290,M,25,4,91325,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,False
440881,5688,592,3,958603787,F,18,4,78666,Batman (1989),Action|Adventure|Crime|Drama,False
200251,3827,1266,5,966127202,M,50,2,87020,Unforgiven (1992),Western,False
15356,4064,2918,3,965478295,M,45,0,20851,Ferris Bueller's Day Off (1986),Comedy,False
181900,4918,1247,4,966907824,F,18,12,84107,"Graduate, The (1967)",Drama|Romance,False
531326,2140,1073,3,974638415,M,45,14,46804,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
327201,1635,1688,3,977129524,M,25,0,97212,Anastasia (1997),Animation|Children's|Musical,False
816295,5848,3504,4,957781898,M,50,20,20009,Network (1976),Comedy|Drama,False
271708,2142,1923,5,974633457,F,45,14,46804,There's Something About Mary (1998),Comedy,False
433466,2743,153,3,973224386,M,25,14,72601,Batman Forever (1995),Action|Adventure|Comedy|Crime,False
570511,1776,88,4,974712119,M,25,0,45801,Black Sheep (1996),Comedy,False
65621,5974,2268,2,956946871,F,25,1,32303,"Few Good Men, A (1992)",Crime|Drama,False
479042,1636,2826,2,974959500,F,25,19,60612,"13th Warrior, The (1999)",Action|Horror|Thriller,False
843965,6037,1172,5,956719383,F,45,1,76006,Cinema Paradiso (1988),Comedy|Drama|Romance,False
790922,2718,3263,2,973286444,F,25,4,96817,White Men Can't Jump (1992),Comedy,False
889779,5500,3067,4,959797770,F,35,20,14850,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama,False
273357,692,3386,4,978374352,F,25,0,85207,JFK (1991),Drama|Mystery,False
85431,3946,292,4,965751278,F,25,12,22207,Outbreak (1995),Action|Drama|Thriller,False
117715,2403,480,4,974259584,M,18,4,37743,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
498584,1701,370,3,1009696575,F,25,4,97233,Naked Gun 33 1/3: The Final Insult (1994),Comedy,False
43756,261,1961,4,976667694,M,25,20,75801,Rain Man (1988),Drama,False
530065,1017,1215,3,975010459,M,35,0,30906,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
498048,1068,1042,3,975016179,F,18,4,77581,That Thing You Do! (1996),Comedy,False
32728,1897,1545,5,974772333,F,50,2,94530,Ponette (1996),Drama,False
777868,4425,2403,3,965110240,M,35,7,98607,First Blood (1982),Action,False
921351,352,640,3,976334816,M,18,4,60115,Diabolique (1996),Drama|Thriller,False
575691,543,2616,3,976121235,M,25,5,55057,Dick Tracy (1990),Action|Crime,False
426076,2824,3869,5,1005967312,M,18,4,02111,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
476872,5931,1376,2,957227242,F,18,7,94111,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
828707,5812,1086,4,968567003,F,25,7,92120,Dial M for Murder (1954),Mystery|Thriller,False
549535,4979,1234,4,962598521,M,35,2,55423,"Sting, The (1973)",Comedy|Crime,False
383077,5707,2686,5,965964962,M,25,12,01060,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
823807,1570,931,3,974738013,M,18,17,75093,Spellbound (1945),Mystery|Romance|Thriller,False
694756,5020,2160,4,962583308,F,56,13,90241,Rosemary's Baby (1968),Horror|Thriller,False
192643,930,1291,3,1019444889,M,25,5,98380,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
396047,5920,805,3,977153001,F,25,1,05401,"Time to Kill, A (1996)",Drama,False
649803,1922,1748,4,974695445,F,25,7,94303,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
12808,268,595,5,976647882,F,18,12,29708,Beauty and the Beast (1991),Animation|Children's|Musical,False
313836,1285,1747,3,974875591,M,35,4,98125,Wag the Dog (1997),Comedy|Drama,False
158037,5035,380,3,962552457,F,25,17,19810,True Lies (1994),Action|Adventure|Comedy|Romance,False
760333,2743,1057,2,973222571,M,25,14,72601,Everyone Says I Love You (1996),Comedy|Musical|Romance,False
975200,3135,2351,5,969063462,M,25,15,12345,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,False
397007,1086,300,4,974934512,M,18,4,98225,Quiz Show (1994),Drama,False
289498,757,1729,4,975456103,M,25,12,97401,Jackie Brown (1997),Crime|Drama,False
154978,550,165,5,976158909,M,45,8,21559,Die Hard: With a Vengeance (1995),Action|Thriller,False
999400,3823,1675,3,965941943,M,56,7,93711,Incognito (1997),Crime|Thriller,False
650360,53,3927,4,977976093,M,25,0,96931,Fantastic Voyage (1966),Adventure|Sci-Fi,False
339157,2674,2966,4,973413141,M,25,4,94110,"Straight Story, The (1999)",Drama,False
206210,453,3168,5,976236601,M,18,4,55102,Easy Rider (1969),Adventure|Drama,False
168212,1969,780,4,974687300,F,25,3,92116,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
204891,4725,1304,5,963363316,M,35,5,96707-1321,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
543377,817,2393,3,975389501,M,18,4,41076,Star Trek: Insurrection (1998),Action|Sci-Fi,False
774800,4555,1888,4,964547176,F,18,9,73008,Hope Floats (1998),Comedy|Drama|Romance,False
32420,4953,1721,4,962641286,M,35,12,55082,Titanic (1997),Drama|Romance,False
339290,4849,2966,2,962835257,F,18,4,44515,"Straight Story, The (1999)",Drama,False
341263,4371,1441,4,965181424,F,18,4,63109,Benny & Joon (1993),Comedy|Romance,False
912796,777,3190,1,975437852,M,18,19,87543,Supernova (2000),Adventure|Sci-Fi,False
348255,5831,1674,4,957888135,M,25,1,92120,Witness (1985),Drama|Romance|Thriller,False
801701,2826,3366,5,972601455,M,35,12,10011,Where Eagles Dare (1969),Action|Adventure|War,False
207525,5111,2617,3,962425246,M,35,2,78006,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
945332,1884,1942,5,983834884,M,45,20,93108,All the King's Men (1949),Drama,False
229045,887,39,3,975257170,F,56,16,55345,Clueless (1995),Comedy|Romance,False
578105,3539,2641,4,967016153,F,25,4,77006,Superman II (1980),Action|Adventure|Sci-Fi,False
937276,2997,373,4,970672090,F,35,16,45238,Red Rock West (1992),Thriller,False
178000,516,356,5,976280202,F,56,14,55033,Forrest Gump (1994),Comedy|Romance|War,False
187093,4425,104,2,965109847,M,35,7,98607,Happy Gilmore (1996),Comedy,False
951671,4808,3014,3,963035838,M,35,0,96707-1321,Bustin' Loose (1981),Comedy,False
666640,2225,2248,3,974599316,M,25,5,96815,Say Anything... (1989),Comedy|Drama|Romance,False
693882,2258,1350,3,976674814,F,18,4,10033,"Omen, The (1976)",Horror,False
461276,4887,2161,3,962849512,M,18,2,19072,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
879678,3280,19,3,968347754,M,25,7,33486,Ace Ventura: When Nature Calls (1995),Comedy,False
532193,749,3688,4,975478263,M,35,18,56303,Porky's (1981),Comedy,False
247361,2996,224,2,972702637,M,18,0,63011,Don Juan DeMarco (1995),Comedy|Drama|Romance,False
206382,2826,3168,2,972601370,M,35,12,10011,Easy Rider (1969),Adventure|Drama,False
94802,2411,3256,3,974249663,F,35,14,01536,Patriot Games (1992),Action|Thriller,False
426452,1977,1256,4,974688434,M,56,6,02726,Duck Soup (1933),Comedy|War,False
334294,839,3536,4,980303240,M,25,0,98103,Keeping the Faith (2000),Comedy|Romance,False
117789,2592,480,5,973826913,M,50,7,80004-4448,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
44025,1465,1961,5,974763468,M,50,16,93003,Rain Man (1988),Drama,False
804315,3958,3769,4,965671969,M,45,7,46112,Thunderbolt and Lightfoot (1974),Action,False
830012,1873,1231,4,974738011,M,35,7,02127,"Right Stuff, The (1983)",Drama,False
244043,2114,1617,4,974650674,M,18,18,21740,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
479549,5699,2826,1,958597642,M,35,15,94706,"13th Warrior, The (1999)",Action|Horror|Thriller,False
73100,5019,1210,3,986270543,M,25,7,10025,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
4138,5718,3408,3,958569005,F,35,14,38018,Erin Brockovich (2000),Drama,False
34798,3792,1566,4,976297748,M,25,6,68108,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
824074,3760,2344,2,966095281,M,50,0,55128,Runaway Train (1985),Action|Adventure|Drama|Thriller,False
889544,1680,3067,5,974832570,M,25,20,95380,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama,False
979102,4001,613,3,965584386,F,25,1,01860,Jane Eyre (1996),Drama|Romance,False
879176,3539,3477,4,966932446,F,25,4,77006,Empire Records (1995),Comedy|Drama,False
286345,5271,1722,3,961139812,F,25,0,94110,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
712404,1845,678,4,974709330,M,25,2,10002,Some Folks Call It a Sling Blade (1993),Drama|Thriller,False
