"id","submitted","areas_of_interest","subinterests"
19348,1383658334,"Education,Fashion,Healthcare,Media,Wearable Tech","TV"
19349,1383658440,"Commerce,Games,Mobile,Music,Photos,Productivity Tools",NULL
19350,1383658745,"Dating,Enterprise Software,Events,Fashion,Games,Mobile,Photos,Productivity Tools,Social Impact,Travel,Wearable Tech",NULL
19351,1383659166,"Advertising,Commerce,Dating,Education,Games,Healthcare,Local,Media,Mobile,Music,Photos,Productivity Tools,Recruiting,Small Businesses,Smart Home,Social Impact,Travel",""
19352,1383659177,"Enterprise Software,Mobile,Productivity Tools,Social Impact",NULL
19353,1383659210,"Events,Games,Media,Mobile,Music,Photos,Social Impact,Sports,Video,Wearable Tech","Content,TV"
19354,1383659258,"Cloud Services,Commerce,Data & Analytics,Education,Financial Services,Green,Healthcare,Mobile,Productivity Tools,Recruiting,Smart Home,Social Impact,Transportation,Travel","Higher Education,Records"
19355,1383659483,"Advertising,Cloud Services,Dating,Enterprise Software,Events,Fashion,Media,Mobile,Music,Photos,Productivity Tools,Social Impact,Travel,Video",""
19356,1383659546,"3D Printing,Advertising,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Dating,Education,Enterprise Software,Events,Fashion,Financial Services,Games,Green,Hardware,Healthcare,Local,Media,Mobile,Music,Payments,Photos,Productivity Tools,Recruiting,Robotics,Small Businesses,Smart Home,Social Impact,Sports,Transportation,Travel,Video,Wearable Tech",""
19357,1383659582,"Cloud Services,Commerce,Enterprise Software,Events,Local,Mobile,Music,Photos,Small Businesses,Travel,Video",""
19358,1383659592,"Dating,Healthcare,Mobile,Payments,Productivity Tools,Recruiting,Social Impact,Travel,Wearable Tech","Fitness,Nutrition,Quantified-self,Records"
19359,1383660158,"3D Printing,Advertising,Cloud Services,Commerce,Data & Analytics,Education,Events,Financial Services,Games,Green,Hardware,Healthcare,Local,Media,Mobile,Music,Payments,Photos,Productivity Tools,Recruiting,Robotics,Small Businesses,Smart Home,Social Impact,Travel,Video,Wearable Tech","In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education,Quantified-self,Records,Wellness,Medical Devices"
19360,1383661853,"Data & Analytics,Recruiting",NULL
19361,1383662047,"Events,Media,Mobile,Photos,Social Impact,Sports,Travel",""
19362,1383662431,"Data & Analytics,Education,Green,Productivity Tools,Recruiting,Social Impact","Edutainment"
19363,1383663453,"Commerce,Events,Financial Services,Mobile,Payments,Small Businesses",NULL
19364,1383663882,"Advertising,Cloud Services,Commerce,Data & Analytics,Dating,Enterprise Software,Financial Services,Local,Mobile,Payments,Recruiting,Smart Home,Social Impact,Travel,Wearable Tech",NULL
19365,1383665543,"Cloud Services,Fashion,Financial Services,Green,Healthcare,Payments,Productivity Tools,Robotics,Small Businesses,Travel","Medical Devices"
19366,1383666914,"Enterprise Software,Mobile,Sports",NULL
19374,1383678618,"Advertising,Consumer Electronics,Education,Fashion,Games,Green,Hardware,Local,Mobile,Music,Productivity Tools,Robotics,Small Businesses,Sports,Transportation,Travel,Wearable Tech",NULL
19367,1383669423,"Cloud Services,Consumer Electronics,Data & Analytics,Enterprise Software,Hardware,Mobile,Photos,Productivity Tools,Small Businesses,Social Impact,Wearable Tech",NULL
19368,1383671373,"3D Printing,Consumer Electronics,Data & Analytics,Enterprise Software,Hardware,Healthcare,Mobile,Productivity Tools,Robotics,Smart Home,Social Impact,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
19369,1383673887,"Education,Recruiting,Social Impact","Higher Education"
19370,1383674869,"Cloud Services,Commerce,Data & Analytics,Dating,Enterprise Software,Fashion,Games,Mobile,Small Businesses,Smart Home",NULL
19371,1383674940,"Cloud Services,Mobile,Productivity Tools",""
19404,1383763857,"Data & Analytics,Enterprise Software,Green,Mobile,Productivity Tools,Sports",NULL
19372,1383675720,"Commerce,Education,Financial Services,Mobile,Payments,Productivity Tools,Recruiting,Transportation,Travel,Video","Edutainment,Lifelong Learning (outside of school)"
19373,1383675879,"Financial Services",NULL
19375,1383691078,"Advertising,Commerce,Media,Mobile,Photos,Small Businesses,Social Impact,Travel","Content"
19376,1383692034,"Commerce,Financial Services,Social Impact,Sports,Travel",NULL
19377,1383693053,"Data & Analytics,Education,Social Impact","Lifelong Learning (outside of school),Teacher training,Higher Education"
19378,1383693552,"Data & Analytics,Dating,Enterprise Software,Payments,Productivity Tools,Small Businesses,Social Impact",NULL
19379,1383696619,"3D Printing,Cloud Services,Commerce,Dating,Events,Fashion,Mobile,Music,Photos,Social Impact,Video",""
19380,1383698076,"Commerce,Consumer Electronics,Data & Analytics,Dating,Events,Games,Green,Healthcare,Local,Mobile,Payments,Productivity Tools,Small Businesses,Social Impact,Sports,Travel,Wearable Tech","Fitness,Nutrition,Wellness"
19382,1383702102,"Mobile",NULL
19383,1383702875,"Healthcare,Mobile,Social Impact,Wearable Tech",""
19384,1383710459,"Advertising,Enterprise Software,Events,Fashion,Mobile,Productivity Tools,Sports",NULL
19385,1383720407,"Cloud Services,Enterprise Software,Games,Mobile,Photos",NULL
19911,1384961184,"Data & Analytics",NULL
19386,1383727495,"Consumer Electronics,Data & Analytics,Hardware,Mobile,Robotics,Smart Home,Wearable Tech",NULL
19387,1383728661,"Commerce,Healthcare,Mobile,Photos,Social Impact,Wearable Tech",""
19388,1383728882,"Cloud Services,Data & Analytics,Financial Services,Mobile,Payments,Small Businesses,Travel",NULL
19389,1383729994,"Advertising,Data & Analytics,Events,Healthcare,Mobile,Small Businesses","Records"
19390,1383732097,"Education,Fashion,Games,Music,Photos,Productivity Tools,Social Impact,Sports,Travel,Video,Wearable Tech","Lifelong Learning (outside of school)"
19391,1383734079,"Games,Hardware,Mobile,Productivity Tools,Robotics,Social Impact",NULL
19392,1383734801,"Robotics",NULL
19393,1383747770,"Family,Youth Leadership",NULL
19394,1383750071,"Enterprise Software,Mobile",NULL
19395,1383750235,"Music",NULL
19396,1383754678,"Data & Analytics,Education,Financial Services,Healthcare,Media,Music,Productivity Tools,Small Businesses,Social Impact,Sports,Travel","Movies/Film"
19397,1383755069,"Commerce,Events,Local,Photos,Small Businesses,Sports",""
19398,1383756971,"3D Printing,Cloud Services,Enterprise Software,Events,Games,Green,Hardware,Mobile,Productivity Tools,Robotics,Small Businesses,Smart Home,Social Impact,Transportation,Travel,Wearable Tech",NULL
19399,1383757282,"3D Printing,Advertising,Cloud Services,Consumer Electronics,Data & Analytics,Education,Games,Green,Productivity Tools,Recruiting,Robotics,Transportation,Travel","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education"
19400,1383758808,"Cloud Services,Consumer Electronics,Enterprise Software,Green,Hardware,Robotics,Transportation,Travel",NULL
19401,1383760693,"Enterprise Software",NULL
19402,1383761372,"Education,Games,Mobile","Edutainment"
19403,1383762852,"Advertising,Commerce,Data & Analytics,Enterprise Software,Financial Services,Media,Payments,Small Businesses",NULL
19405,1383764116,"3D Printing,Consumer Electronics,Fashion,Green,Hardware,Healthcare,Mobile,Small Businesses,Smart Home",NULL
19406,1383764233,"Data & Analytics,Enterprise Software,Financial Services,Mobile,Payments,Productivity Tools,Small Businesses,Social Impact,Wearable Tech",""
19407,1383764420,"Advertising,Cloud Services,Events,Media,Mobile,Sports","Content"
19409,1383769708,"3D Printing,Consumer Electronics,Data & Analytics,Healthcare,Mobile,Productivity Tools,Small Businesses,Smart Home,Wearable Tech","Medical Devices"
19410,1383770371,"Media,Photos,Small Businesses","Content"
19411,1383771464,"Data & Analytics,Financial Services,Healthcare,Mobile,Small Businesses,Wearable Tech","Quantified-self,Records"
19413,1383774092,"Consumer Electronics,Fashion,Games,Hardware,Healthcare,Photos,Smart Home,Social Impact,Travel,Wearable Tech",NULL
19414,1383774918,"Commerce,Consumer Electronics,Financial Services,Local,Productivity Tools,Small Businesses,Travel",NULL
19416,1383781595,"Cloud Services,Commerce,Enterprise Software,Photos,Travel",NULL
19418,1383794283,"Advertising,Commerce,Data & Analytics,Education,Enterprise Software,Mobile,Recruiting,Travel","Edutainment,Lifelong Learning (outside of school)"
19419,1383795210,"Education,Financial Services","Higher Education"
19420,1383795448,"Cloud Services,Dating,Events,Games,Mobile,Music,Productivity Tools,Video",NULL
19421,1383795469,"Advertising,Commerce,Enterprise Software,Media,Mobile,Productivity Tools,Travel","Content"
19422,1383795965,"3D Printing,Advertising,Education,Events,Financial Services,Games,Small Businesses","Youth Leadership"
19423,1383796360,"3D Printing,Cloud Services,Data & Analytics,Productivity Tools,Small Businesses",NULL
19424,1383797182,"Commerce,Data & Analytics,Enterprise Software,Media,Video","Content,Movies/Film,News,TV"
19425,1383797593,"Data & Analytics,Healthcare,Robotics,Small Businesses","Medical Devices"
19426,1383799317,"Smart Home",NULL
19427,1383802023,"Advertising,Media,Mobile,Social Impact",NULL
19428,1383803731,"Data & Analytics,Financial Services,Mobile,Small Businesses,Smart Home,Wearable Tech",NULL
19429,1383807340,"Commerce,Fashion,Small Businesses",NULL
19430,1383811040,"Cloud Services,Data & Analytics,Enterprise Software,Small Businesses",NULL
19431,1383812643,"Small Businesses",NULL
19432,1383819777,"Cloud Services,Commerce,Education,Mobile,Social Impact","In-classroom learning (K-12),Higher Education"
19433,1383822860,"Advertising,Cloud Services,Commerce,Data & Analytics,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Transportation,Video,Wearable Tech",NULL
19434,1383823214,"Data & Analytics,Media,Photos",NULL
19435,1383826852,"Data & Analytics,Financial Services",NULL
19436,1383828625,"Cloud Services,Data & Analytics,Dating,Local,Mobile,Payments,Productivity Tools,Travel,Video",NULL
19437,1383830246,"Data & Analytics,Enterprise Software,Healthcare","Records"
19438,1383832252,"Cloud Services,Data & Analytics",NULL
19439,1383832681,"Consumer Electronics,Enterprise Software,Fashion,Financial Services,Hardware,Healthcare,Mobile,Smart Home,Wearable Tech","Medical Devices"
19440,1383833367,"Enterprise Software,Hardware,Mobile,Music",NULL
19441,1383835033,"3D Printing,Advertising,Games,Media,Productivity Tools","TV"
19442,1383837109,"3D Printing,Healthcare,Robotics,Sports","Fitness,Medical Devices"
19443,1383837217,"Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Local,Mobile,Productivity Tools,Robotics,Smart Home,Social Impact,Wearable Tech",NULL
19444,1383837905,"Advertising,Commerce,Education,Media,Mobile,Smart Home,Travel",NULL
19445,1383838418,"Cloud Services,Data & Analytics,Education,Enterprise Software,Mobile,Small Businesses","Higher Education"
19446,1383839371,"Media,Mobile",NULL
19447,1383839748,"Consumer Electronics,Enterprise Software,Hardware,Mobile,Productivity Tools,Travel",NULL
19448,1383839874,"Advertising,Data & Analytics,Dating,Events,Financial Services,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Sports,Travel",NULL
19449,1383842569,"Data & Analytics,Local,Mobile",NULL
19450,1383845971,"Advertising,Education,Events,Fashion,Financial Services,Productivity Tools,Social Impact,Travel","Lifelong Learning (outside of school),Youth Leadership"
19451,1383846465,"Commerce,Media,Mobile,Social Impact,Travel","Content"
19452,1383846815,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Productivity Tools,Small Businesses",NULL
19453,1383847942,"3D Printing,Consumer Electronics,Data & Analytics,Education,Enterprise Software,Games,Hardware,Mobile,Music,Robotics,Smart Home,Transportation,Travel,Wearable Tech","Lifelong Learning (outside of school)"
19454,1383848149,"Mobile,Travel,Video,Wearable Tech",""
19455,1383848796,"Education,Social Impact","Teacher training"
19456,1383848827,"Local,Mobile,Photos,Travel",""
19457,1383849354,"Cloud Services,Commerce,Data & Analytics,Media,Mobile,Payments,Transportation,Wearable Tech",NULL
19458,1383854215,"Education,Games,Media,Mobile,Productivity Tools,Social Impact,Travel,Video","Edutainment,Teacher training,Content,Movies/Film,News"
19459,1383855974,"Dating,Games,Mobile,Photos,Productivity Tools,Small Businesses,Video",NULL
19460,1383857237,"3D Printing,Advertising,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Dating,Education,Enterprise Software,Fashion,Games,Hardware,Healthcare,Local,Mobile,Payments,Productivity Tools,Robotics,Small Businesses,Smart Home,Social Impact,Sports,Transportation,Travel,Video,Wearable Tech","Youth Leadership"
19461,1383857320,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Media,Mobile,Productivity Tools,Robotics","Content"
19462,1383857465,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Fashion,Green,Hardware,Local,Media,Mobile,Payments,Photos,Recruiting,Robotics,Smart Home,Social Impact,Sports,Travel","Youth Leadership,Higher Education,Content"
19463,1383858213,"Advertising,Data & Analytics,Financial Services",NULL
19464,1383862875,"Data & Analytics,Dating,Games,Local,Media,Music,Payments,Photos,Productivity Tools,Sports,Travel,Video","Content,Movies/Film,News,TV"
19465,1383863202,"Education,Media,Mobile","In-classroom learning (K-12)"
19466,1383863696,"Education","Lifelong Learning (outside of school)"
19467,1383863735,"Fashion,Media,Photos",NULL
19468,1383864815,"Financial Services,Games,Mobile,Music,Social Impact,Wearable Tech",NULL
19469,1383866611,"Advertising,Data & Analytics,Events,Fashion,Media,Music,Social Impact","TV"
19470,1383868755,"Advertising,Commerce,Data & Analytics,Enterprise Software,Media,Productivity Tools,Transportation,Travel",NULL
19471,1383878984,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Productivity Tools",""
19472,1383891601,"Consumer Electronics,Fashion",NULL
19473,1383891877,"Education,Games,Green,Hardware,Healthcare,Mobile,Productivity Tools,Robotics,Smart Home,Social Impact,Sports,Transportation,Travel,Wearable Tech","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education,Fitness,Nutrition,Records,Wellness,Medical Devices"
19474,1383893239,"Commerce,Data & Analytics,Dating,Education,Financial Services,Recruiting,Small Businesses","Higher Education"
19475,1383902219,"Advertising,Commerce,Data & Analytics,Green,Local,Small Businesses,Social Impact",""
19525,1384034532,"Mobile,Productivity Tools,Travel",""
19476,1383902415,"Advertising,Data & Analytics,Enterprise Software,Fashion,Local,Mobile,Music,Photos,Small Businesses,Sports,Video",NULL
19477,1383902732,"Advertising,Commerce,Education,Events,Fashion,Healthcare,Local,Mobile,Music,Payments,Social Impact,Transportation,Travel",NULL
19478,1383907014,"Data & Analytics",NULL
19479,1383918118,"Enterprise Software,Events,Recruiting",NULL
19480,1383920262,"Cloud Services,Enterprise Software,Productivity Tools,Small Businesses,Sports",NULL
19481,1383922446,"Small Businesses",NULL
19482,1383923486,"Education,Green,Social Impact","Edutainment"
19483,1383923572,"Cloud Services,Data & Analytics,Enterprise Software",NULL
19484,1383925336,"Data & Analytics,Education,Enterprise Software,Financial Services,Local,Productivity Tools,Recruiting,Small Businesses,Social Impact","Lifelong Learning (outside of school),Higher Education"
19485,1383925889,"3D Printing,Consumer Electronics,Education,Events,Games,Hardware,Productivity Tools,Robotics,Wearable Tech",""
